,Area,Room,Parking,Warehouse,Elevator,Address,Price(USD),PriceGrade,AreaGrade,Price(meter²),Price(Neighborhood)
95,110,2,True,True,True,West Pars,133333.33,Budget,Large,1212.1211818181816,145878.78636363635
96,70,2,True,False,True,Afsarieh,55000.0,Budget,Medium,785.7142857142857,62222.22166666667
97,128,3,True,True,True,Marzdaran,223333.33,Budget,VeryLarge,1744.791640625,315572.7272727273
98,94,2,True,True,True,Parand,19333.33,Budget,Large,205.67372340425533,17453.01874015748
99,67,1,True,True,True,Punak,76666.67,Budget,Medium,1144.2786567164178,124276.81161490682
100,75,1,True,True,True,Shahrake Qods,21666.67,Budget,Medium,288.8889333333333,30030.72463768116
101,130,2,True,True,True,Dorous,563333.33,Affordable,VeryLarge,4333.333307692307,624487.1799999999
102,40,0,False,False,False,Shahrake Qods,8266.67,Budget,Tiny,206.66675,30030.72463768116
103,97,2,True,True,True,Pardis,17000.0,Budget,Large,175.2577319587629,25927.39732876712
104,110,2,True,True,True,Shahran,128333.33,Budget,Large,1166.6666363636364,99525.1286923077
105,150,3,True,True,True,Sadeghieh,200000.0,Budget,VeryLarge,1333.3333333333333,158166.66666666666
106,75,2,False,False,False,Chahardangeh,26000.0,Budget,Medium,346.6666666666667,26000.0
107,137,3,True,True,True,ShahrAra,240000.0,Budget,VeryLarge,1751.8248175182482,201000.0
108,85,2,True,True,True,Parand,13666.67,Budget,Medium,160.78435294117648,17453.01874015748
109,68,2,False,True,False,Pakdasht,14333.33,Budget,Medium,210.78426470588235,27426.6656
110,78,2,False,True,False,Baqershahr,26666.67,Budget,Medium,341.88038461538457,26666.67
111,85,2,True,True,True,Parand,18166.67,Budget,Medium,213.72552941176468,17453.01874015748
112,100,2,True,True,False,Parand,42666.67,Budget,Large,426.6667,17453.01874015748
113,71,2,True,True,True,Punak,93333.33,Budget,Medium,1314.5539436619717,124276.81161490682
114,140,3,True,True,True,Gisha,373333.33,Affordable,VeryLarge,2666.666642857143,183903.70222222223
115,136,3,True,True,False,Parand,25000.0,Budget,VeryLarge,183.8235294117647,17453.01874015748
116,48,1,False,False,False,Jeyhoon,28333.33,Budget,Small,590.2777083333334,58270.00021978022
117,100,2,True,True,True,Lavizan,110000.0,Budget,Large,1100.0,99166.66500000001
118,82,2,True,False,True,Shams Abad,109333.33,Budget,Medium,1333.3332926829269,115083.33375
119,120,3,True,True,True,Fatemi,160000.0,Budget,Large,1333.3333333333333,135555.55333333332
120,139,3,True,True,True,Gisha,243333.33,Budget,VeryLarge,1750.5994964028775,183903.70222222223
121,110,3,True,True,True,Keshavarz Boulevard,131666.67,Budget,Large,1196.9697272727274,98083.335
122,78,2,False,False,True,Parand,12333.33,Budget,Medium,158.11961538461537,17453.01874015748
123,79,2,False,False,False,Baghestan,25000.0,Budget,Medium,316.45569620253167,23562.50125
124,66,2,True,True,True,Salsabil,57500.0,Budget,Medium,871.2121212121212,46566.97266666666
125,78,2,True,True,True,Kahrizak,26000.0,Budget,Medium,333.3333333333333,36073.957500000004
126,85,2,True,True,True,Shahryar,47300.0,Budget,Medium,556.4705882352941,72356.41
127,100,2,True,True,False,Qarchak,40000.0,Budget,Large,400.0,24224.0
128,80,2,True,True,True,Northren Jamalzadeh,120000.0,Budget,Medium,1500.0,116880.95214285715
129,44,1,True,True,False,Salsabil,35000.0,Budget,Small,795.4545454545455,46566.97266666666
130,120,2,True,True,False,Shahryar,40000.0,Budget,Large,333.3333333333333,72356.41
131,50,1,False,True,False,Shahrake Qods,11333.33,Budget,Small,226.6666,30030.72463768116
132,121,3,True,True,False,Ostad Moein,110000.0,Budget,VeryLarge,909.0909090909091,64229.26865853659
133,80,2,True,True,True,Azarbaijan,93333.33,Budget,Medium,1166.666625,78347.2225
134,70,2,False,True,True,Bahar,40000.0,Budget,Medium,571.4285714285714,40000.0
135,160,1,False,False,False,Qarchak,120.0,Budget,VeryLarge,0.75,24224.0
136,40,0,False,False,False,Pakdasht,5500.0,Budget,Tiny,137.5,27426.6656
137,88,2,True,True,True,Railway,95333.33,Budget,Medium,1083.3332954545456,122912.12090909091
138,141,3,True,True,True,Persian Gulf Martyrs Lake,127000.0,Budget,VeryLarge,900.7092198581561,102752.65125000001
139,140,3,True,True,True,Persian Gulf Martyrs Lake,59666.67,Budget,VeryLarge,426.1905,102752.65125000001
140,120,2,True,True,True,Persian Gulf Martyrs Lake,51000.0,Budget,Large,425.0,102752.65125000001
141,66,2,False,True,False,Beryanak,33333.33,Budget,Medium,505.05045454545456,38150.6668
142,70,2,True,True,True,Punak,116666.67,Budget,Medium,1666.6667142857143,124276.81161490682
143,75,2,True,False,True,Heshmatieh,100000.0,Budget,Medium,1333.3333333333333,118750.0
144,70,2,False,True,True,Elm-o-Sanat,60000.0,Budget,Medium,857.1428571428571,77222.22333333333
145,150,3,True,True,True,Saadat Abad,666666.67,Economy,VeryLarge,4444.444466666667,316291.9895348837
146,95,2,True,True,True,Golestan,31666.67,Budget,Large,333.3333684210526,94322.916875
147,127,2,True,True,True,Southern Janatabad,200000.0,Budget,VeryLarge,1574.8031496062993,105948.38731182796
148,123,3,True,True,True,Shahr-e-Ziba,123333.33,Budget,VeryLarge,1002.71,103462.99724770641
149,63,2,True,True,True,Southern Janatabad,66666.67,Budget,Medium,1058.201111111111,105948.38731182796
150,90,2,True,True,True,Punak,101666.67,Budget,Medium,1129.6296666666667,124276.81161490682
151,105,2,True,True,True,Pardis,20166.67,Budget,Large,192.0635238095238,25927.39732876712
152,180,3,True,True,True,Pasdaran,330000.0,Affordable,VeryLarge,1833.3333333333333,309631.8181818182
153,120,3,True,False,True,Pirouzi,123333.33,Budget,Large,1027.77775,72499.99968253968
154,65,2,True,True,True,Feiz Garden,83333.33,Budget,Medium,1282.0512307692309,101877.19315789473
155,158,3,True,True,True,Farmanieh,349333.33,Affordable,VeryLarge,2210.9704430379747,697242.6898245614
156,144,3,True,True,True,Chardivari,254400.0,Budget,VeryLarge,1766.6666666666667,254400.0
157,144,3,True,True,True,Punak,254400.0,Budget,VeryLarge,1766.6666666666667,124276.81161490682
158,130,3,True,True,True,Gheitarieh,410000.0,Affordable,VeryLarge,3153.846153846154,357490.47642857145
159,245,3,True,True,True,Farmanieh,898333.33,Economy,Huge,3666.666653061224,697242.6898245614
160,190,3,True,True,True,Kamranieh,810000.0,Economy,VeryLarge,4263.1578947368425,610047.6185714286
161,63,2,True,True,True,Central Janatabad,100000.0,Budget,Medium,1587.3015873015872,116287.03677777779
162,75,2,True,True,True,East Ferdows Boulevard,70000.0,Budget,Medium,933.3333333333334,128490.54027027027
163,88,2,True,False,True,Gholhak,156666.67,Budget,Medium,1780.3030681818184,226666.667
164,108,2,True,True,True,Pasdaran,306000.0,Budget,Large,2833.3333333333335,309631.8181818182
165,117,2,True,True,True,Islamshahr,52650.0,Budget,Large,450.0,41914.10230769231
166,200,3,True,True,True,Pasdaran,400000.0,Affordable,VeryLarge,2000.0,309631.8181818182
167,65,1,True,True,False,Pirouzi,58333.33,Budget,Medium,897.4358461538462,72499.99968253968
168,90,2,True,True,True,Central Janatabad,126000.0,Budget,Medium,1400.0,116287.03677777779
169,125,2,True,True,True,Heravi,270000.0,Budget,VeryLarge,2160.0,268728.98521739134
170,140,3,True,True,True,Heravi,303333.33,Budget,VeryLarge,2166.666642857143,268728.98521739134
171,71,2,False,True,True,Hashemi,51666.67,Budget,Medium,727.6995774647887,42866.666923076926
172,71,2,False,True,True,Jeyhoon,54666.67,Budget,Medium,769.9530985915493,58270.00021978022
173,236,4,True,True,True,Gheitarieh,666666.67,Economy,Huge,2824.8587711864407,357490.47642857145
174,67,2,True,True,True,Central Janatabad,91666.67,Budget,Medium,1368.1592537313434,116287.03677777779
175,60,1,True,True,True,Punak,58333.33,Budget,Small,972.2221666666667,124276.81161490682
176,220,3,True,True,True,Heravi,513333.33,Affordable,Huge,2333.3333181818184,268728.98521739134
177,44,1,True,True,False,Andisheh,11666.67,Budget,Small,265.1515909090909,62586.42602409639
178,68,1,True,True,True,Heravi,137166.67,Budget,Medium,2017.1569117647061,268728.98521739134
179,100,2,True,True,True,Pasdaran,266666.67,Budget,Large,2666.6666999999998,309631.8181818182
180,86,2,True,True,True,Pardis,19333.33,Budget,Medium,224.8061627906977,25927.39732876712
181,84,2,True,True,True,Pardis,18666.67,Budget,Medium,222.2222619047619,25927.39732876712
182,94,2,True,True,True,Heravi,160000.0,Budget,Large,1702.127659574468,268728.98521739134
183,55,1,False,True,False,West Ferdows Boulevard,51666.67,Budget,Small,939.394,103524.82772413793
184,113,2,True,True,True,Saadat Abad,250000.0,Budget,Large,2212.3893805309735,316291.9895348837
185,71,2,True,True,True,Islamshahr,21000.0,Budget,Medium,295.77464788732397,41914.10230769231
186,70,2,True,True,False,Dehkade Olampic,66666.67,Budget,Medium,952.381,144166.66777777777
187,200,3,True,True,True,Golestan,80000.0,Budget,VeryLarge,400.0,94322.916875
188,106,2,True,True,True,Golestan,36666.67,Budget,Large,345.9119811320755,94322.916875
189,320,4,True,True,True,Saadat Abad,800000.0,Economy,Huge,2500.0,316291.9895348837
190,114,2,True,True,True,West Pars,127333.33,Budget,Large,1116.9590350877193,145878.78636363635
191,100,2,True,True,True,Punak,200000.0,Budget,Large,2000.0,124276.81161490682
192,122,2,True,True,True,Saadat Abad,193333.33,Budget,VeryLarge,1584.6994262295082,316291.9895348837
193,200,2,True,True,False,Damavand,116666.67,Budget,VeryLarge,583.33335,122108.69521739132
194,154,3,True,True,True,Saadat Abad,410000.0,Affordable,VeryLarge,2662.3376623376626,316291.9895348837
195,210,3,True,True,True,Pasdaran,525000.0,Affordable,Huge,2500.0,309631.8181818182
196,200,3,True,True,True,East Ferdows Boulevard,366666.67,Affordable,VeryLarge,1833.3333499999999,128490.54027027027
197,65,1,True,True,True,Southern Janatabad,100000.0,Budget,Medium,1538.4615384615386,105948.38731182796
198,124,3,True,True,True,Pirouzi,132266.67,Budget,VeryLarge,1066.6666935483872,72499.99968253968
199,83,2,True,True,True,Republic,63633.33,Budget,Medium,766.6666265060242,55491.665
200,270,4,True,True,True,Farmanieh,1260000.0,MidRange,Huge,4666.666666666667,697242.6898245614
201,104,2,True,True,True,East Ferdows Boulevard,190000.0,Budget,Large,1826.923076923077,128490.54027027027
202,150,3,True,True,True,Zaferanieh,349666.67,Affordable,VeryLarge,2331.1111333333333,785838.2714814814
203,103,3,True,True,True,West Ferdows Boulevard,106666.67,Budget,Large,1035.5987378640777,103524.82772413793
204,48,1,True,True,True,West Ferdows Boulevard,64000.0,Budget,Small,1333.3333333333333,103524.82772413793
205,165,3,True,True,True,Gheitarieh,410000.0,Affordable,VeryLarge,2484.848484848485,357490.47642857145
206,135,2,True,True,False,Gheitarieh,246666.67,Budget,VeryLarge,1827.1605185185185,357490.47642857145
207,86,2,True,True,True,Saadat Abad,206666.67,Budget,Medium,2403.1008139534883,316291.9895348837
208,75,2,True,True,True,East Ferdows Boulevard,78333.33,Budget,Medium,1044.4444,128490.54027027027
209,58,1,True,True,True,East Ferdows Boulevard,61666.67,Budget,Small,1063.218448275862,128490.54027027027
210,125,2,True,True,True,Shahrake Gharb,716666.67,Economy,VeryLarge,5733.3333600000005,398996.04508474574
211,82,2,True,True,True,Qazvin Imamzadeh Hassan,62866.67,Budget,Medium,766.6667073170731,51984.84909090909
212,58,2,True,True,True,Shahran,73333.33,Budget,Small,1264.3677586206898,99525.1286923077
213,101,2,True,True,True,Beryanak,77433.33,Budget,Large,766.6666336633664,38150.6668
214,90,2,True,True,True,Niavaran,226666.67,Budget,Medium,2518.518555555556,663106.8627941177
215,180,3,True,True,True,Farmanieh,690000.0,Economy,VeryLarge,3833.3333333333335,697242.6898245614
216,132,3,True,True,True,Gheitarieh,208333.33,Budget,VeryLarge,1578.2828030303028,357490.47642857145
217,81,2,True,True,True,Valiasr,62100.0,Budget,Medium,766.6666666666666,97319.04857142856
218,153,3,True,True,True,Pasdaran,433333.33,Affordable,VeryLarge,2832.2439869281047,309631.8181818182
219,166,3,True,True,True,Qalandari,416666.67,Affordable,VeryLarge,2510.0401807228914,257606.0609090909
220,200,3,True,True,True,Pasdaran,566666.67,Affordable,VeryLarge,2833.3333500000003,309631.8181818182
221,113,2,True,True,True,Pasdaran,283333.33,Budget,Large,2507.374601769912,309631.8181818182
222,100,2,True,True,True,Valiasr,76666.67,Budget,Large,766.6667,97319.04857142856
223,80,2,True,True,True,Central Janatabad,111666.67,Budget,Medium,1395.833375,116287.03677777779
224,76,2,True,True,True,Jeyhoon,66666.67,Budget,Medium,877.1930263157894,58270.00021978022
225,128,3,True,True,True,Punak,190000.0,Budget,VeryLarge,1484.375,124276.81161490682
226,210,3,True,True,True,Shahrake Gharb,900000.0,Economy,Huge,4285.714285714285,398996.04508474574
227,140,2,True,True,True,Shahrake Gharb,420000.0,Affordable,VeryLarge,3000.0,398996.04508474574
228,74,2,True,True,True,Amir Bahador,56733.33,Budget,Medium,766.6666216216216,127325.0
229,75,1,True,True,True,Central Janatabad,100000.0,Budget,Medium,1333.3333333333333,116287.03677777779
230,120,2,True,True,True,Pasdaran,250000.0,Budget,Large,2083.3333333333335,309631.8181818182
231,120,2,True,True,True,Pasdaran,250000.0,Budget,Large,2083.3333333333335,309631.8181818182
232,85,2,True,True,True,Ekhtiarieh,166666.67,Budget,Medium,1960.7843529411766,337801.5880952381
233,105,2,True,True,True,Pardis,23333.33,Budget,Large,222.2221904761905,25927.39732876712
234,175,3,True,True,True,Farmanieh,520000.0,Affordable,VeryLarge,2971.4285714285716,697242.6898245614
235,170,3,True,True,True,Farmanieh,511666.67,Affordable,VeryLarge,3009.8039411764703,697242.6898245614
236,58,1,True,True,True,Ekbatan,93666.67,Budget,Small,1614.9425862068965,115238.0942857143
237,75,2,True,True,True,Parand,13166.67,Budget,Medium,175.5556,17453.01874015748
238,160,3,True,True,True,Gheitarieh,503333.33,Affordable,VeryLarge,3145.8333125,357490.47642857145
239,62,1,True,True,True,Shahran,61666.67,Budget,Medium,994.6237096774194,99525.1286923077
240,93,2,True,True,True,Rudhen,48333.33,Budget,Large,519.7132258064516,67527.27272727272
241,75,2,True,True,True,Islamshahr,23833.33,Budget,Medium,317.77773333333334,41914.10230769231
242,86,2,True,True,False,Islamshahr,40000.0,Budget,Medium,465.1162790697674,41914.10230769231
243,120,2,True,True,True,Southern Program Organization,142000.0,Budget,Large,1183.3333333333333,93652.17434782608
244,95,2,True,True,True,Andisheh,50000.0,Budget,Large,526.3157894736842,62586.42602409639
245,70,2,True,True,False,West Ferdows Boulevard,70666.67,Budget,Medium,1009.5238571428571,103524.82772413793
246,75,2,True,True,False,East Ferdows Boulevard,66666.67,Budget,Medium,888.8889333333333,128490.54027027027
247,81,2,True,False,True,Pardis,19666.67,Budget,Medium,242.79839506172837,25927.39732876712
248,65,1,True,True,False,West Ferdows Boulevard,64333.33,Budget,Medium,989.7435384615385,103524.82772413793
249,75,2,True,True,True,East Ferdows Boulevard,91000.0,Budget,Medium,1213.3333333333333,128490.54027027027
250,106,2,True,True,False,East Ferdows Boulevard,105000.0,Budget,Large,990.566037735849,128490.54027027027
251,115,2,True,True,True,East Ferdows Boulevard,153333.33,Budget,Large,1333.333304347826,128490.54027027027
252,100,2,True,True,True,Shahr-e-Ziba,100000.0,Budget,Large,1000.0,103462.99724770641
253,118,2,True,True,True,East Ferdows Boulevard,150000.0,Budget,Large,1271.1864406779662,128490.54027027027
254,116,2,True,True,True,East Ferdows Boulevard,170000.0,Budget,Large,1465.5172413793102,128490.54027027027
255,76,2,True,True,True,Shahr-e-Ziba,73333.33,Budget,Medium,964.9122368421052,103462.99724770641
256,74,2,True,True,False,East Ferdows Boulevard,76666.67,Budget,Medium,1036.036081081081,128490.54027027027
257,96,2,True,True,True,Saadat Abad,150000.0,Budget,Large,1562.5,316291.9895348837
258,87,2,True,True,True,Pardis,20833.33,Budget,Medium,239.46356321839082,25927.39732876712
259,43,1,True,True,False,Northern Janatabad,54000.0,Budget,Small,1255.8139534883721,109611.11090909092
260,155,3,True,True,True,Niavaran,568333.33,Affordable,VeryLarge,3666.66664516129,663106.8627941177
261,53,1,True,True,True,East Ferdows Boulevard,64000.0,Budget,Small,1207.5471698113208,128490.54027027027
262,160,3,True,True,True,Farmanieh,586666.67,Affordable,VeryLarge,3666.6666875,697242.6898245614
263,78,2,True,True,True,Shahr-e-Ziba,75000.0,Budget,Medium,961.5384615384615,103462.99724770641
264,230,3,True,True,True,Niavaran,843333.33,Economy,Huge,3666.666652173913,663106.8627941177
265,55,1,True,True,True,West Ferdows Boulevard,61666.67,Budget,Small,1121.2121818181818,103524.82772413793
266,120,2,True,True,False,Saadat Abad,390000.0,Affordable,Large,3250.0,316291.9895348837
267,78,2,True,True,True,Southern Janatabad,120000.0,Budget,Medium,1538.4615384615386,105948.38731182796
268,95,2,True,True,True,Southern Janatabad,146666.67,Budget,Large,1543.8596842105264,105948.38731182796
269,170,3,True,True,True,Gheitarieh,513333.33,Affordable,VeryLarge,3019.6078235294117,357490.47642857145
270,175,3,True,True,True,Shahrake Gharb,758333.33,Economy,VeryLarge,4333.333314285714,398996.04508474574
271,115,3,True,True,True,Punak,150000.0,Budget,Large,1304.3478260869565,124276.81161490682
272,113,2,True,True,True,Punak,143333.33,Budget,Large,1268.4365486725662,124276.81161490682
273,85,2,True,True,True,Punak,112666.67,Budget,Medium,1325.4902352941176,124276.81161490682
274,140,3,True,True,True,Saadat Abad,333333.33,Affordable,VeryLarge,2380.952357142857,316291.9895348837
275,90,2,True,True,True,Saadat Abad,216666.67,Budget,Medium,2407.4074444444445,316291.9895348837
276,63,1,True,False,False,Punak,73333.33,Budget,Medium,1164.0211111111112,124276.81161490682
277,75,2,True,True,True,Central Janatabad,107333.33,Budget,Medium,1431.1110666666666,116287.03677777779
278,130,3,True,True,True,Punak,208000.0,Budget,VeryLarge,1600.0,124276.81161490682
279,91,2,True,True,True,Punak,111666.67,Budget,Large,1227.1062637362638,124276.81161490682
280,121,3,True,True,True,Persian Gulf Martyrs Lake,121666.67,Budget,VeryLarge,1005.5096694214876,102752.65125000001
281,140,3,True,True,True,Saadat Abad,516666.67,Affordable,VeryLarge,3690.4762142857144,316291.9895348837
282,126,2,True,True,True,East Ferdows Boulevard,183333.33,Budget,VeryLarge,1455.0264285714284,128490.54027027027
283,450,2,True,True,False,Absard,140000.0,Budget,Huge,311.1111111111111,141111.11000000002
284,500,2,True,True,False,Absard,130000.0,Budget,Huge,260.0,141111.11000000002
